Zaman,Veri
2023-12-20 14:31:04,<7622>,<2>,<01011>,<19/08/2021,03/42/2>,<-27326>,<-12066>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27426>,<-27426>,<-27426>,<1412>
2023-12-20 14:31:05,<7623>,<2>,<01011>,<19/08/2021,03/42/2>,<-27321>,<-12016>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27421>,<-27421>,<-27421>,<1412>
2023-12-20 14:31:06,<7624>,<2>,<01011>,<19/08/2021,03/42/2>,<-27316>,<-11966>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27416>,<-27416>,<-27416>,<1412>
2023-12-20 14:31:07,<7625>,<2>,<01011>,<19/08/2021,03/42/2>,<-27311>,<-11916>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27411>,<-27411>,<-27411>,<1412>
2023-12-20 14:31:08,<7626>,<2>,<01011>,<19/08/2021,03/42/2>,<-27306>,<-11866>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27406>,<-27406>,<-27406>,<1412>
2023-12-20 14:31:09,<7627>,<2>,<01011>,<19/08/2021,03/42/2>,<-27301>,<-11816>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27401>,<-27401>,<-27401>,<1412>
2023-12-20 14:31:10,<7628>,<2>,<01011>,<19/08/2021,03/42/2>,<-27296>,<-11766>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27396>,<-27396>,<-27396>,<1412>
2023-12-20 14:31:11,<7629>,<2>,<01011>,<19/08/2021,03/42/2>,<-27291>,<-11716>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27391>,<-27391>,<-27391>,<1412>
2023-12-20 14:31:12,<7630>,<2>,<01011>,<19/08/2021,03/42/2>,<-27286>,<-11666>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27386>,<-27386>,<-27386>,<1412>
2023-12-20 14:31:13,<7631>,<2>,<01011>,<19/08/2021,03/42/2>,<-27281>,<-11616>,<196>,<179>,<3>,<13>,<25.2>,<11.2>,<40.99227422261599>,<39.77443049509968>,<725.2>,<-27381>,<-27381>,<-27381>,<1412>
